7-First-Solar_pred1_iTransformer_TCN_LPLS,0.1254,0.2039,0.9549,0.0083
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.1535,0.2563,0.9287,-0.0088
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.1335,0.2181,0.9484,-0.0194
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.1416,0.2304,0.9424,-0.0191
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.1359,0.2272,0.944,-0.0349
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.1432,0.2238,0.9457,0.0156
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.1386,0.2272,0.944,0.0063
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.1411,0.2256,0.9448,-0.04
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.143,0.2332,0.941,0.0168
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.1002,0.2115,0.9515,0.0023
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.1562,0.2854,0.9116,-0.0039
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.1284,0.2369,0.9392,0.0458
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.1026,0.2152,0.9498,0.0036
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.121,0.2253,0.945,0.0352
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.1227,0.2112,0.9516,0.0493
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.1204,0.2301,0.9426,0.0141
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.1053,0.2129,0.9508,0.049
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.1293,0.2246,0.9453,0.0005
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.1019,0.2148,0.95,0.0444
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.0954,0.1963,0.9582,0.0016
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.0981,0.2058,0.9541,0.036
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.098,0.1925,0.9598,0.006
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.0946,0.2072,0.9534,0.0254
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.099,0.1985,0.9573,0.0331
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.0991,0.2082,0.953,0.0003
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.0898,0.188,0.9617,0.031
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.0995,0.203,0.9553,0.0112
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.1075,0.2167,0.9491,0.0435
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.0956,0.1973,0.9578,0.0199
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.0943,0.2002,0.9565,-0.0102
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.1049,0.2079,0.9531,0.0366
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.0997,0.2003,0.9565,-0.0164
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.1022,0.2165,0.9492,0.0143
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.0943,0.2018,0.9558,0.0068
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.0994,0.2073,0.9534,0.0235
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.0995,0.2032,0.9552,-0.0269
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.1051,0.2017,0.9559,0.0204
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.0848,0.1902,0.9608,-1e-04
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.1061,0.1972,0.9578,0.0505
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.1019,0.2031,0.9553,0.0332
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.1159,0.2307,0.9423,0.0343
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.1033,0.2022,0.9557,0.0523
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.1079,0.2263,0.9445,0.0635
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.1029,0.1964,0.9582,0.0298
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.096,0.1964,0.9582,0.0265
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.117,0.2302,0.9425,0.0414
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.1112,0.2163,0.9492,-0.018
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.1263,0.2366,0.9393,0.0193
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.1034,0.2093,0.9525,-0.003
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.1427,0.2415,0.9367,0.0638
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.0953,0.2018,0.9559,0.0152
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.0981,0.1922,0.9599,0.0227
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.0879,0.1984,0.9573,0.022
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.0966,0.2076,0.9532,0.0339
7-First-Solar_pred1_iTransformer_TCN_LPLS,0.0862,0.194,0.9592,0.0057
